0	2	3481
1	2	2844
2	0	3576
2	1	4788
3	0	3835
3	1	4788
4	0	1388
4	1	4788
5	0	2415
5	1	4788
6	2	3748
7	0	5188
7	1	3869
8	0	4918
8	1	3421
9	0	2415
9	1	3421
10	2	4246
11	0	7514
11	1	3421
12	2	3363
13	2	4027
14	0	4918
14	1	5370
15	0	2415
15	1	5370
16	2	5398
17	2	22
18	0	5394
18	1	5370
19	0	4918
19	1	5164
20	0	6801
20	1	5164
21	2	2859
22	0	2415
22	1	7910
23	0	1958
23	1	4788
24	0	1581
24	1	4788
25	2	5370
26	0	5292
26	1	5370
27	0	1572
27	1	4295
28	2	4295
29	2	6918
30	2	8434
31	2	768
32	2	430
33	0	5188
33	1	4788
34	2	1767
35	2	510
36	2	6589
37	0	3495
37	1	8186
38	2	8186
39	0	2210
39	1	4788
40	0	3767
40	1	5164
41	0	2218
41	1	5164
42	0	2415
42	1	5164
43	0	4185
43	1	5164
44	2	6317
45	0	1572
45	1	5164
46	0	4918
46	1	2020
47	0	2415
47	1	2020
48	0	2415
48	1	5662
49	0	3495
49	1	5662
50	2	7910
51	2	1982
52	2	698
53	2	649
54	0	4918
54	1	4295
55	2	1110
56	0	3767
56	1	5367
57	2	3546
58	0	4700
58	1	6818
59	0	5710
59	1	6818
60	2	6044
61	2	4103
62	0	2415
62	1	8001
63	2	5367
64	2	7821
65	2	477
66	2	4388
67	2	5662
68	0	2415
68	1	4388
69	0	5223
69	1	5164
70	0	3495
70	1	5164
71	2	8166
72	0	8433
72	1	5164
73	0	5475
73	1	5367
74	2	6818
75	0	3495
75	1	6818
76	0	2218
76	1	4788
77	2	4788
78	2	6065
79	0	2415
79	1	5367
80	2	8243
81	2	4687
82	0	2415
82	1	2788
83	0	2841
83	1	5170
84	0	5188
84	1	5170
85	2	4457
86	0	7514
86	1	5170
87	2	7532
88	0	4918
88	1	7821
89	0	4381
89	1	7821
90	0	2415
90	1	5602
91	2	6262
92	2	3491
93	2	6812
94	2	4683
95	0	8331
95	1	161
96	2	4356
97	2	6357
98	2	7014
99	0	1347
99	1	5367
100	0	6152
100	1	5164
101	0	3495
101	1	2844
102	0	3561
102	1	5164
103	0	5334
103	1	5562
104	0	1683
104	1	4103
105	2	1124
106	2	1098
107	0	5475
107	1	1124
108	2	900
109	2	3331
110	2	7678
111	2	4761
112	2	1020
113	2	4082
114	2	2039
115	2	4492
116	2	2020
117	2	7932
118	2	3206
119	0	4381
119	1	477
120	0	5636
120	1	5164
121	2	4864
122	2	5164
123	2	5679
124	0	3495
124	1	5813
125	0	4381
125	1	5164
126	2	2076
127	2	4701
128	0	1347
128	1	5164
129	2	3250
130	0	3963
130	1	4788
131	0	5906
131	1	4788
132	0	5188
132	1	161
133	2	161
134	0	5334
134	1	161
135	0	4918
135	1	5367
136	0	5671
136	1	5367
137	0	2218
137	1	5367
138	0	4918
138	1	161
139	2	2714
140	2	2019
141	0	6971
141	1	5367
142	2	3011
143	0	3495
143	1	1713
144	0	5188
144	1	1713
145	2	2079
146	0	877
146	1	8186
147	0	7635
147	1	8186
148	0	5427
148	1	477
149	0	6801
149	1	7014
150	2	5564
151	0	2415
151	1	5564
152	0	3937
152	1	5564
153	0	5394
153	1	5564
154	0	3767
154	1	5564
155	0	2142
155	1	5564
156	0	3986
156	1	5367
157	2	464
158	2	598
159	0	4918
159	1	5662
160	0	3293
160	1	5662
161	0	5334
161	1	5164
162	0	3664
162	1	5164
163	0	2415
163	1	7821
164	2	6461
165	0	2415
165	1	8245
166	2	2119
167	0	2415
167	1	4865
168	2	5199
169	0	2415
169	1	4950
170	0	5427
170	1	5164
171	0	5334
171	1	587
172	0	5188
172	1	587
173	0	3316
173	1	587
174	0	7059
174	1	4701
175	2	2564
176	0	4381
176	1	6818
177	2	1300
178	2	2608
179	2	2357
180	0	3576
180	1	40
181	0	7497
181	1	40
182	2	5208
183	0	2415
183	1	8095
184	0	1566
184	1	8095
185	0	5331
185	1	8095
186	0	6801
186	1	8095
187	0	2415
187	1	4701
188	0	2101
188	1	4701
189	0	5242
189	1	5164
190	0	5188
190	1	4388
191	2	587
192	0	6152
192	1	634
193	0	7514
193	1	634
194	2	258
195	0	8554
195	1	2820
196	0	2415
196	1	2820
197	0	5475
197	1	7014
198	0	2415
198	1	7014
199	0	3495
199	1	587
200	2	4476
201	0	2415
201	1	587
202	0	4611
202	1	1019
203	0	5188
203	1	1019
204	0	4918
204	1	1019
205	0	5683
205	1	1019
206	0	3664
206	1	2947
207	0	2415
207	1	2947
208	0	6152
208	1	2947
209	2	1639
210	0	3986
210	1	4295
211	0	1683
211	1	5968
212	0	5636
212	1	5968
213	2	4567
214	0	6768
214	1	5164
215	2	8068
216	0	3495
216	1	5367
217	2	895
218	2	3185
219	2	8144
220	2	5170
221	2	6670
222	2	2770
223	0	3495
223	1	7014
224	2	5904
225	0	2415
225	1	3011
226	0	3495
226	1	5564
227	0	7423
227	1	2409
228	2	8426
229	2	4605
230	2	3746
231	0	7514
231	1	7910
232	2	387
233	0	3411
233	1	5370
234	0	3495
234	1	5370
235	0	3495
235	1	4788
236	2	4600
237	0	2415
237	1	760
238	2	1760
239	0	3495
239	1	3177
240	2	1713
241	0	5412
241	1	1713
242	0	7069
242	1	1713
243	2	137
244	0	2415
244	1	3844
245	0	2415
245	1	2409
246	0	3495
246	1	2409
247	2	412
248	0	2415
248	1	3381
249	2	1701
250	2	7214
251	2	809
252	2	4244
253	0	5394
253	1	4097
254	2	3821
255	2	4210
256	2	2540
257	0	2142
257	1	4295
258	0	2415
258	1	4295
259	0	5394
259	1	3177
260	2	3177
261	2	4330
262	2	4409
263	0	2415
263	1	2079
264	0	4381
264	1	6001
265	2	6001
266	2	2337
267	0	3411
267	1	760
268	0	5671
268	1	760
269	2	5824
270	2	1131
271	0	5394
271	1	3782
272	0	3495
272	1	3782
273	0	2876
273	1	1279
274	0	3495
274	1	1279
275	2	6241
276	2	7293
277	0	994
277	1	477
278	2	6656
279	2	2738
280	0	2604
280	1	5164
281	2	1697
282	2	2495
283	2	8352
284	2	8421
285	2	7634
286	0	5475
286	1	477
287	2	5645
288	2	4938
289	0	2415
289	1	467
290	0	4918
290	1	4605
291	0	4747
291	1	4605
292	0	4918
292	1	4388
293	0	2415
293	1	7685
294	0	5394
294	1	5367
295	2	3635
296	0	2415
296	1	1019
297	2	5443
298	2	2615
299	0	5188
299	1	4295
300	0	5475
300	1	4295
301	0	1566
301	1	5370
302	2	7260
303	0	3664
303	1	5208
304	2	4216
305	2	7526
306	2	2413
307	2	1640
308	0	5292
