0	2	1531
1	2	2400
2	0	2141
2	1	319
3	0	2141
3	1	746
4	2	1349
5	2	1028
6	2	2162
7	2	2209
8	2	1807
9	0	445
9	1	319
10	2	1937
11	2	2276
12	2	2127
13	2	1527
14	2	2879
15	2	1720
16	0	2141
16	1	2683
17	0	2141
17	1	1265
18	2	1760
19	0	1377
19	1	1265
20	2	1262
21	0	1497
21	1	1208
22	2	2309
23	2	2958
24	2	1252
25	2	2852
26	2	1230
27	2	467
28	2	1000
29	2	415
30	2	1713
31	0	2141
31	1	1760
32	0	1377
32	1	2683
33	2	2970
34	2	1752
35	2	997
36	0	445
36	1	2683
37	2	1932
38	0	950
38	1	1064
39	0	950
39	1	1208
40	2	257
41	2	3034
42	2	79
43	2	1234
44	0	1881
44	1	746
45	0	1377
45	1	1262
46	2	880
47	0	804
47	1	746
48	0	1122
48	1	319
49	2	1971
50	2	751
51	2	795
52	0	804
52	1	319
53	2	1359
54	2	3115
55	0	2141
55	1	465
56	0	114
56	1	746
57	2	3291
58	2	2054
59	2	731
60	0	2141
60	1	2209
61	0	445
61	1	2150
62	2	2558
63	2	2969
64	0	1377
64	1	1751
65	0	1669
65	1	1760
66	2	71
67	2	2125
68	0	1377
68	1	800
69	2	1371
70	2	2808
71	2	3049
72	2	1814
73	2	1885
74	0	1377
74	1	415
75	2	1056
76	0	2114
76	1	319
77	2	1062
78	0	2141
78	1	3042
79	0	804
79	1	800
80	2	1495
81	0	1275
81	1	415
82	0	1669
82	1	2949
83	0	948
83	1	1720
84	2	137
85	0	1836
85	1	800
86	0	1669
86	1	1262
87	0	1791
87	1	1807
88	2	1728
89	0	445
89	1	1831
90	0	3212
90	1	319
91	0	1836
91	1	2614
92	0	2141
92	1	530
93	0	1377
93	1	530
94	2	1788
95	2	1464
96	2	990
97	2	340
98	2	439
99	0	2141
99	1	2243
100	0	1836
100	1	1760
101	0	1377
101	1	2614
102	0	1918
102	1	746
103	0	804
103	1	1751
104	2	1499
105	0	2009
105	1	1815
106	0	1881
106	1	319
107	0	2141
107	1	1932
108	0	2847
108	1	1262
109	0	804
109	1	1531
110	0	479
110	1	2683
111	2	2990
112	0	445
112	1	1208
113	2	1930
114	2	186
115	2	2416
116	2	2724
117	0	2059
117	1	1831
118	2	2856
119	0	3200
119	1	1265
120	2	2503
121	0	2141
121	1	1713
122	0	804
122	1	2150
123	2	1084
124	0	2977
124	1	746
125	0	2141
125	1	2503
126	2	699
127	0	1836
127	1	1751
128	2	1339
129	0	1669
129	1	1064
130	2	1954
131	2	1744
132	0	2977
132	1	1720
133	2	271
134	0	1377
134	1	370
135	2	839
136	0	1009
136	1	319
137	0	445
137	1	579
138	2	3318
139	2	1415
140	0	2141
140	1	579
141	2	2224
142	2	248
143	0	2083
143	1	1262
144	0	1122
144	1	2400
145	2	2340
146	0	2141
146	1	1656
147	2	2444
148	2	2263
149	0	817
149	1	1262
150	2	2530
151	0	14
151	1	1265
152	2	212
153	2	1581
154	0	3257
154	1	746
155	0	2141
155	1	459
156	0	2141
156	1	3032
157	0	2114
157	1	1531
158	0	950
158	1	800
159	2	833
160	0	479
160	1	746
161	0	804
161	1	1720
162	0	1377
162	1	2209
163	2	2718
164	0	2009
164	1	746
165	0	3200
165	1	2683
166	0	1377
166	1	1713
167	0	2985
167	1	1720
168	0	2382
168	1	1333
169	2	1691
170	0	1377
170	1	1208
171	2	2978
172	0	2141
172	1	3406
173	0	445
173	1	1932
174	0	1791
174	1	3377
175	2	1809
176	2	433
177	0	1275
177	1	746
178	2	3096
179	2	3474
180	0	2141
180	1	1019
181	2	592
182	2	1676
183	2	3321
184	0	2847
184	1	1265
185	0	950
185	1	2209
186	0	2059
186	1	3042
187	0	2130
187	1	1657
188	0	831
188	1	746
189	0	2141
189	1	2089
190	0	445
190	1	560
191	2	2581
192	2	1266
193	0	3200
193	1	2209
194	0	2441
194	1	319
195	0	1377
195	1	3042
196	2	2595
197	2	3171
198	2	1459
199	2	2280
200	0	1321
200	1	1807
201	2	32
202	2	3355
203	2	1322
204	0	1791
204	1	3042
205	2	836
206	0	1918
206	1	2400
207	2	847
208	2	2805
209	0	817
209	1	1760
210	2	2639
211	2	2495
212	2	3446
213	0	2171
213	1	746
214	0	1918
214	1	1265
215	0	1377
215	1	2503
216	0	660
216	1	1208
217	2	2371
218	2	843
219	2	1598
220	0	1669
220	1	1937
221	0	1377
221	1	1752
222	2	3219
223	0	445
223	1	415
224	2	1582
225	0	948
225	1	746
226	2	3387
227	2	499
228	0	2939
228	1	319
229	0	1669
229	1	1531
230	0	1122
230	1	71
231	2	2126
232	2	1132
233	0	2114
233	1	1751
234	2	76
235	0	2141
235	1	720
236	2	3440
237	0	1377
237	1	3032
238	0	1791
238	1	1831
239	2	3188
240	2	1979
241	0	831
241	1	319
242	0	2847
242	1	1971
243	0	1669
243	1	1971
244	0	1122
244	1	1751
245	2	176
246	0	1377
246	1	459
247	0	1669
247	1	3291
248	2	2900
249	2	637
250	0	3200
250	1	1208
251	0	817
251	1	319
252	0	1346
252	1	319
253	0	2114
253	1	1971
254	0	441
254	1	1720
255	0	1881
255	1	2683
256	0	646
256	1	1208
257	0	950
257	1	1052
258	2	1268
259	0	1122
259	1	1064
260	0	1122
260	1	415
261	2	1808
262	0	445
262	1	1937
263	0	2604
263	1	746
264	2	1996
265	0	405
265	1	746
266	0	2043
266	1	1720
267	0	1474
267	1	3158
268	2	2305
269	0	2114
269	1	1208
270	2	1399
271	2	1329
272	2	1411
273	0	1881
273	1	465
274	2	2593
275	2	705
276	2	2965
277	2	2713
278	2	2580
279	0	1275
279	1	1262
280	2	90
281	2	538
282	0	2141
282	1	1333
283	0	1377
283	1	1028
284	0	2141
284	1	880
285	2	3465
286	2	73
287	0	445
287	1	1657
288	2	2671
289	2	1700
290	2	2293
291	0	1604
291	1	1807
292	2	3229
293	0	950
293	1	370
294	2	1823
295	2	2823
296	2	628
297	0	477
297	1	319
298	0	144
298	1	1064
299	0	2363
299	1	1208
300	0	479
300	1	71
301	0	804
301	1	2209
302	2	3477
303	2	1241
304	0	1122
304	1	1937
305	0	1604
305	1	1720
306	0	804
306	1	459
307	0	1791
307	1	1000
308	0	817
308	1	2683
309	0	2382
309	1	319
310	2	1328
311	0	144
311	1	1752
312	0	2141
312	1	2276
313	2	2753
314	2	1796
315	2	1840
316	0	144
316	1	2400
317	0	950
317	1	746
318	2	600
319	0	2749
319	1	319
320	0	2939
320	1	746
321	2	542
322	2	1872
323	2	2157
324	0	2363
324	1	319
325	0	2441
325	1	746
326	0	948
326	1	319
327	2	2223
328	0	950
328	1	1831
329	0	1171
329	1	1208
330	0	1791
330	1	319
331	2	687
332	0	1377
332	1	1932
333	2	2404
334	0	646
334	1	1064
335	0	445
335	1	71
336	0	2114
336	1	1064
337	0	1702
337	1	2614
338	2	1810
339	2	1647
340	0	1275
340	1	2683
341	0	908
341	1	319
342	2	403
343	0	445
343	1	3406
344	0	1391
344	1	1720
345	0	1669
345	1	465
346	2	1174
347	0	804
347	1	1657
348	0	1607
348	1	1208
349	0	1836
349	1	2150
350	2	1798
351	2	94
352	2	2463
353	2	159
354	0	1607
354	1	2400
355	2	799
356	2	1776
357	0	2985
357	1	1751
358	2	1843
359	2	2911
360	0	1122
360	1	1760
361	2	2872
362	0	1755
362	1	2150
363	0	2141
363	1	2758
364	0	2141
364	1	1944
365	0	1275
365	1	1028
366	2	1617
367	2	1637
368	0	817
368	1	746
369	2	2
370	0	2114
370	1	579
371	2	174
372	0	2141
372	1	680
373	0	3200
373	1	465
374	0	1607
374	1	1265
375	2	1670
376	2	33
377	0	2746
377	1	3158
378	2	2796
379	0	1607
379	1	1760
380	0	1377
380	1	1333
381	2	2395
382	0	2141
382	1	721
383	0	2847
383	1	560
384	0	2114
384	1	1262
385	0	1377
385	1	1944
386	2	3299
387	2	1864
388	2	463
389	0	3200
389	1	2243
390	0	1122
390	1	1713
391	0	2114
391	1	2243
392	0	788
392	1	2400
393	2	1067
394	0	1669
394	1	2243
395	2	1210
396	0	2985
396	1	2949
397	0	2363
397	1	560
398	0	479
398	1	1760
399	0	1275
399	1	465
400	0	507
400	1	1807
401	0	445
401	1	776
402	2	1868
403	2	2616
404	2	1500
405	2	1939
406	2	3455
407	0	2985
407	1	1003
408	0	2746
408	1	3377
409	0	2384
409	1	1971
410	0	950
410	1	299
411	2	992
412	2	1270
413	2	1799
414	0	950
414	1	1464
415	0	445
415	1	1971
416	0	2501
416	1	2400
417	2	2078
418	2	2164
419	2	1629
420	0	1474
420	1	1000
421	2	2026
422	2	2357
423	2	3488
424	0	2141
424	1	1344
425	0	2847
425	1	1656
426	2	575
427	2	1585
428	0	804
428	1	2683
429	2	2702
430	0	3200
430	1	1262
431	2	1509
432	2	3048
433	0	2847
433	1	370
434	2	2264
435	0	2505
435	1	1028
436	0	817
436	1	1720
437	2	60
438	0	2141
438	1	2412
439	0	646
439	1	1807
440	2	2048
441	0	114
441	1	1262
442	0	950
442	1	579
443	0	3200
443	1	560
444	0	1607
444	1	2150
445	0	817
445	1	702
446	0	817
446	1	3042
447	2	1875
448	2	1539
449	2	2253
450	0	2141
450	1	1058
451	2	2147
452	0	2749
452	1	1760
453	0	3212
453	1	415
454	2	766
455	2	457
456	0	2985
456	1	1760
457	0	1246
457	1	3003
458	2	3265
459	0	1669
459	1	1344
460	0	1122
460	1	776
461	2	478
462	2	1779
463	0	144
463	1	2209
464	0	646
464	1	800
465	0	804
465	1	3406
466	2	728
467	0	2171
467	1	319
468	0	1377
468	1	1415
469	2	3168
470	0	2130
470	1	370
471	0	2141
471	1	2786
472	0	2505
472	1	2209
473	0	2009
473	1	319
474	0	817
474	1	1208
475	2	1606
476	2	844
477	2	2738
478	0	1711
478	1	1720
479	0	2985
479	1	746
480	0	1497
480	1	1760
481	0	2141
481	1	3230
482	0	2847
482	1	1751
483	0	804
483	1	1234
484	2	3360
485	2	1097
486	0	1122
486	1	2503
487	2	541
488	2	1211
489	2	234
490	0	1940
490	1	1831
491	2	2603
492	0	2141
492	1	776
493	0	1881
493	1	3032
494	2	2736
495	0	804
495	1	1656
496	2	2770
497	0	817
497	1	2209
498	2	2413
499	0	950
499	1	1234
500	2	1087
501	0	2009
501	1	2150
502	2	1756
503	2	1434
504	2	1357
505	2	557
506	2	432
507	2	894
508	2	3261
509	0	2505
509	1	1208
510	0	1918
510	1	1807
511	0	1275
511	1	530
512	0	948
512	1	2683
513	0	1377
513	1	3230
514	0	2043
514	1	560
515	2	2194
516	2	966
517	2	1602
518	2	1584
519	0	804
519	1	1728
520	0	804
520	1	2054
521	2	2830
522	2	980
523	2	26
524	2	3023
525	0	2402
525	1	800
526	2	2582
527	2	2632
528	0	804
528	1	299
529	0	1233
529	1	2243
530	2	2662
531	2	3260
532	2	1887
533	2	958
534	0	2059
534	1	800
535	0	2746
535	1	3042
536	0	1403
536	1	1760
537	0	2009
537	1	1531
538	0	1607
538	1	1531
539	0	265
539	1	560
540	0	1702
540	1	579
541	2	3456
542	0	1940
542	1	1760
543	0	950
543	1	3186
544	0	445
544	1	2758
545	0	1607
545	1	560
546	0	1275
546	1	1208
547	2	2052
548	2	1195
549	0	2847
549	1	1019
550	2	3024
551	2	554
552	0	1377
552	1	1495
553	2	903
554	2	1994
555	0	1702
555	1	1971
556	2	3134
557	2	226
558	0	2083
558	1	560
559	0	2847
559	1	2503
560	0	646
560	1	1531
561	0	1321
561	1	1003
562	2	801
563	0	817
563	1	1003
564	2	996
565	2	3496
566	0	1836
566	1	3042
567	2	424
568	2	83
569	2	2477
570	2	2858
571	2	928
572	2	211
573	2	3236
574	2	3405
575	2	2568
576	0	3200
576	1	1751
577	2	2745
578	0	1604
578	1	1760
579	0	1836
579	1	2243
580	0	2382
580	1	1654
581	0	2286
581	1	2683
582	2	1615
583	2	3084
584	2	1192
585	2	3156
586	0	1321
586	1	2150
587	2	2776
588	0	1009
588	1	2150
589	0	114
589	1	1720
590	2	1384
591	0	1396
591	1	319
592	2	1207
593	0	2505
593	1	560
594	0	1122
594	1	3363
595	2	341
596	2	3390
597	2	1229
598	2	2617
599	0	2141
599	1	3219
600	0	950
600	1	3214
601	2	400
602	0	1321
602	1	2125
603	0	1607
603	1	720
604	0	1122
604	1	1656
605	0	1377
605	1	1058
606	2	321
607	0	2286
607	1	1262
608	2	2728
609	2	1257
610	2	2327
